Filename: /home/dev/scikit_learn_data/20news_home/20news-bydate-train/comp.graphics/38492
Truth category: 0 (comp.graphics)
Assigned cluster: 1 (graphic imag file thank program format gif use bit help)

Raw data:
============ START RAW ==========================
From: myless@vaxc.cc.monash.edu.au (Myles Strous)
Subject: J.C.Jensen's bitmap code
Organization: Computer Centre, Monash University, Australia
Lines: 18

Greetings all.
	According to a FAQ I read, on 30 July 1992, Joshua C. Jensen posted an 
article on bitmap manipulation (specifically, scaling and perspective) to the 
newsgroup rec.games.programmer. (article 7716)
	The article included source code in Turbo Pascal with inline assembly 
language.

	I have been unable to find an archive for this newsgroup, or a current 
email address for Joshua C. Jensen.
	If anyone has the above details, or a copy of the code, could they 
please let me know.	Many thanks.
					Yours gratefully, etc.  Myles.

-- 
Myles Strous	|	Email: myles.strous@lib.monash.edu.au
raytracing fan	|	Phone: +61.51.226536
"Got the same urgent grasp of reality as a cardboard cut-out. Proud to have him 
on the team." Archchancellor Mustrum Ridcully, in Reaper Man by Terry Pratchett

========== END RAW ============================

Preprocessed:
============ START PREPROCESSED =================
 jensen bitmap code    greet accord faq read
joshua jensen post articl bitmap manipul specif
scale perspect newsgroup rec game programm articl
articl includ sourc code turbo pascal inlin
assembl languag  unabl find archiv newsgroup
current email address joshua jensen anyon detail
copi code could pleas let know mani thank grate
etc myle    raytrac fan phone got urgent grasp
realiti cardboard cut proud team archchancellor
mustrum ridculli reaper man terri pratchett
========== END PREPROCESSED =====================


Feature vector (sorted, non-zero values only):
Term, Index, Value:
joshua, 4896, 0.362162112699
code, 1871, 0.292078750215
bitmap, 1126, 0.274379351927
articl, 665, 0.23685055403
newsgroup, 6032, 0.216634106902
urgent, 9353, 0.191013429304
inlin, 4653, 0.185547250021
greet, 4032, 0.164101552634
grate, 4004, 0.164101552634
terri, 8803, 0.160325439689
grasp, 4002, 0.154169179679
turbo, 9151, 0.149253500997
proud, 6946, 0.148164599694
pascal, 6447, 0.143345935974
rec, 7165, 0.140852642075
raytrac, 7121, 0.140852642075
unabl, 9211, 0.139321128042
perspect, 6564, 0.134608738874
assembl, 698, 0.130142545202
manipul, 5483, 0.125932859067
programm, 6906, 0.124271460075
archiv, 618, 0.120552782669
languag, 5113, 0.118249426406
realiti, 7148, 0.114743992964
faq, 3385, 0.114473313461
scale, 7659, 0.114205592263
accord, 219, 0.110052025844
cut, 2313, 0.107696862203
copi, 2130, 0.107696862203
phone, 6601, 0.10749357269
email, 3060, 0.103061143663
fan, 3381, 0.0974938097454
specif, 8203, 0.0972260885472
address, 264, 0.0951835521588
sourc, 8153, 0.0904130533842
current, 2299, 0.0887566126453
man, 5471, 0.0846065039507
includ, 4579, 0.0842904189741
team, 8732, 0.081335486134
got, 3960, 0.0803800796894
let, 5225, 0.0773613426381
read, 7135, 0.074568315515
game, 3761, 0.0742535842587
pleas, 6688, 0.0720614012401
post, 6766, 0.0715426933053
mani, 5479, 0.0694852304204
thank, 8832, 0.0686004890941
anyon, 554, 0.0658258396204
know, 5052, 0.0527644922709
